,渠道代号,日均UV,平均注册率,平均搜索量,访问深度,平均停留时间,订单转化率,投放总时间,素材类型,广告类型,合作方式,广告尺寸,广告卖点
791,A729,41.97,0.0,0.0017,2.2348,147.56,0.0,26,jpg,横幅,cpc,600*90,直降
792,A730,127.32,0.0001,0.0065,1.1318,333.48,0.0001,24,jpg,横幅,cpc,600*90,直降
793,A731,102.68,0.0001,0.006999999999999999,1.1007,350.83,0.0,29,jpg,横幅,cpc,600*90,直降
794,A732,87.89,0.0004,0.0152,1.4067,214.85,0.0001,2,jpg,横幅,cpc,600*90,直降
795,A733,25.46,0.0,0.0159,1.4573,148.43,0.0,17,jpg,横幅,cpc,600*90,直降
796,A734,31.91,0.0,0.0055,1.0897,310.99,0.0001,3,jpg,横幅,cpc,600*90,直降
797,A735,11.22,0.0,0.0121,1.0761,271.63,0.0,2,jpg,横幅,cpc,600*90,直降
798,A736,86.56,0.0,0.0094,1.1302,299.21,0.0006,12,jpg,横幅,cpc,600*90,直降
799,A737,29.16,0.0003,0.0108,1.3902,212.71,0.0001,15,jpg,横幅,cpc,600*90,直降
800,A738,8.43,0.0,0.0156,1.4589,119.47,0.0,23,jpg,横幅,cpc,600*90,直降
801,A739,88.43,0.0001,0.0072,1.1156,298.95,0.0001,30,jpg,横幅,cpc,600*90,直降
802,A740,100.83,0.0001,0.0062,1.11,306.65,0.0001,16,jpg,横幅,cpc,600*90,直降
803,A741,516.51,0.0003,0.0089,1.1104,336.76,0.0003,13,jpg,横幅,cpc,600*90,直降
804,A742,20.22,0.0005,0.013000000000000001,1.4755,208.7,0.0001,24,jpg,横幅,cpc,600*90,直降
805,A743,20.48,0.0014,0.011000000000000001,1.4768,124.3,0.0001,30,jpg,横幅,cpc,600*90,直降
806,A744,72.68,0.0006,0.0122,1.645,175.94,0.0,22,jpg,横幅,cpc,600*90,直降
807,A745,20.71,0.0005,0.0137,1.6322,105.84,0.0001,12,jpg,横幅,cpc,600*90,直降
808,A746,103.42,0.0,0.0079,1.1083,309.93,0.0,23,jpg,横幅,cpc,600*90,直降
809,A747,78.84,0.0009,0.0055,1.1112,340.94,0.0001,21,jpg,横幅,cpc,600*90,直降
810,A748,227.98,0.0004,0.0104,1.1066,288.38,0.0002,3,jpg,横幅,cpc,600*90,直降
811,A749,77.3,0.0,0.0135,1.3842,216.8,0.0,25,jpg,横幅,cpc,600*90,直降
812,A750,88.85,0.0,0.0106,1.4039,229.3,0.0003,23,jpg,横幅,cpc,600*90,直降
813,A751,45.53,0.0002,0.0128,1.5607,205.1,0.0001,6,jpg,横幅,cpc,600*90,直降
814,A752,100.35,0.0,0.0069,1.1179999999999999,305.18,0.0002,3,jpg,横幅,cpc,600*90,直降
815,A753,76.59,0.0,0.0043,1.1212,295.79,0.0,6,jpg,横幅,cpc,600*90,直降
816,A754,564.96,0.0003,0.0092,1.1189,340.37,0.0003,11,jpg,横幅,cpc,600*90,直降
817,A755,3.69,0.025,0.0159,3.2568,370.63,0.0213,22,jpg,横幅,cpc,600*90,直降
818,A756,0.54,0.012,0.0,5.9879999999999995,785.16,0.0882,26,jpg,横幅,cpc,600*90,直降
819,A757,93.25,0.0,0.0049,1.1037,300.77,0.0001,8,jpg,横幅,cpc,600*90,直降
820,A758,38.13,0.0,0.0052,1.0733,280.93,0.0,27,jpg,横幅,cpc,600*90,直降
821,A759,138.69,0.0,0.0068,1.1093,322.23,0.0001,7,jpg,横幅,cpc,600*90,直降
822,A76,2.42,0.0156,0.5826,3.1215,393.69,0.0079,20,jpg,横幅,cpc,600*90,直降
823,A760,103.66,0.0003,0.0059,1.1234,319.47,0.0003,18,jpg,横幅,cpc,600*90,直降
824,A761,421.81,0.0002,0.0097,1.1094,319.94,0.0002,29,jpg,横幅,cpc,600*90,直降
825,A762,16.11,0.0,0.0102,1.3539,286.76,0.0,18,jpg,横幅,cpc,600*90,直降
826,A763,46.16,0.0,0.0123,1.3923,190.95,0.0,11,jpg,横幅,cpc,600*90,直降
827,A764,21.02,0.0,0.0052,1.5407,63.4,0.0,27,jpg,横幅,cpc,600*90,直降
828,A77,12.61,0.0023,0.0063,1.1002,350.83,0.0002,28,jpg,横幅,cpc,600*90,直降
829,A78,0.72,0.0,0.0135,1.4595,186.73,0.0033,23,jpg,横幅,cpc,600*90,直降
830,A79,0.81,0.0,0.0,1.6667,269.47,0.0059,11,jpg,横幅,cpc,600*90,直降
831,A80,18.17,0.0011,0.0016,1.2751,125.33,0.0008,17,jpg,横幅,cpc,600*90,直降
832,A81,3.85,0.0051,0.0026,1.6394,200.86,0.0049,17,jpg,横幅,cpc,600*90,直降
833,A82,3.0,0.0,0.0,1.4885,180.85,0.0024,13,jpg,横幅,cpc,600*90,直降
834,A825,0.81,0.0,0.0,1.8519,50.1,0.0,21,gif,横幅,cpc,600*90,直降
835,A827,4.42,0.0,0.0,98.9799,4450.83,0.0,29,gif,横幅,cpc,600*90,直降
836,A83,2.02,0.0,0.0,1.4683,284.36,0.0094,16,jpg,横幅,cpc,600*90,直降
837,A84,2.6,0.0076,0.0,1.7443,319.58,0.0,24,jpg,横幅,cpc,600*90,直降
838,A85,1.26,0.0,0.0079,1.3780000000000001,279.65,0.0038,21,jpg,横幅,cpc,600*90,直降
839,A86,8.67,0.0,0.0023,1.3299,88.05,0.0008,18,jpg,横幅,cpc,600*90,直降
840,A87,2.9,0.0,0.0,1.2103,161.36,0.0025,30,jpg,横幅,cpc,600*90,直降
841,A88,4.6,0.0,0.0,1.3918,60.96,0.0,19,jpg,横幅,cpc,600*90,直降
842,A882,8.68,0.004,0.4197,2.6044,332.11,0.0044,8,jpg,横幅,cpc,480*360,秒杀
843,A883,3268.41,0.0015,0.0069,1.8947,225.85,0.0022,7,jpg,横幅,cpc,600*90,秒杀
844,A884,4.35,0.0,0.0023,1.0114,132.58,0.0,2,jpg,横幅,cpc,600*90,秒杀
845,A885,2417.78,0.0016,0.0055,1.7886,235.83,0.0018,22,jpg,横幅,cpc,600*90,秒杀
846,A886,3.81,0.0,0.0,1.034,466.08,0.0,11,jpg,横幅,cpc,480*360,满赠
847,A887,12586.93,0.0022,0.0059,2.1795,268.1,0.0028,21,jpg,横幅,cpc,480*360,满赠
848,A888,11.14,0.0,0.0018,1.0036,130.71,0.0,16,jpg,横幅,cpc,480*360,满赠
849,A889,1.32,0.0,0.0,1.25,75.83,0.0,24,jpg,横幅,cpc,480*360,满赠
850,A89,6.16,0.0,0.0,1.3942,65.3,0.0,23,jpg,横幅,cpc,600*90,直降
851,A890,9669.94,0.0011,0.0024,1.689,405.86,0.0016,23,jpg,横幅,cpc,480*360,满赠
852,A891,3.63,0.0,0.0,1.0054,476.24,0.0,8,jpg,横幅,cpc,480*360,满赠
853,A892,2.19,0.0,0.0,1.0676,506.51,0.0,24,jpg,横幅,cpc,480*360,满赠
854,A90,24.17,0.0,0.0041,1.2949,134.15,0.0007,26,jpg,横幅,cpc,600*90,直降
855,A91,1.66,0.0,0.006,1.3631,147.35,0.0,19,jpg,横幅,cpc,600*90,直降
856,A92,7.1,0.0042,0.0056,1.5635,254.0,0.006,25,jpg,横幅,cpc,600*90,直降
857,A93,32.1,0.0012,0.0024,1.3982,219.53,0.005,18,jpg,横幅,cpc,600*90,直降
858,A94,12.5,0.0016,0.0055,1.281,292.61,0.0021,29,jpg,横幅,cpc,600*90,直降
859,A95,11.96,0.0017,0.005,1.1533,107.01,0.003,16,jpg,横幅,cpc,600*90,直降
860,A96,5.72,0.0025,0.2224,5.0515,521.08,0.0083,4,jpg,横幅,cpc,600*90,直降
861,A717,310.4,0.0002,0.0071,2.5104,162.94,0.0007,11,sp,banner,cpc,960*126,直降
862,A36,0.79,0.0,0.0,4.8767,595.11,0.0603,29,jpg,横幅,roi,960*126,满赠
863,A506,0.93,0.0,0.0,1.9785,2.42,0.0,18,jpg,横幅,cpc,960*126,满赠
864,A507,0.94,0.0,0.0,1.9681,1.99,0.0,10,jpg,横幅,cpc,960*126,满赠
865,A508,0.95,0.0,0.0,1.9789,2.62,0.0,21,jpg,横幅,cpc,960*126,满减
866,A509,0.92,0.0,0.0,1.9783,2.36,0.0,9,jpg,横幅,cpc,960*126,满减
867,A510,0.95,0.0,0.0,1.9579,2.63,0.0,2,jpg,横幅,cpc,960*126,满减
868,A511,0.93,0.0,0.0,1.9677,2.61,0.0,24,jpg,横幅,cpc,960*126,满减
869,A21,4517.26,0.0008,0.0026,1.8983,359.98,0.0005,14,swf,tips,cpc,900*120,打折
870,A22,4268.8,0.0002,0.0008,1.5403,447.43,0.0003,19,swf,tips,cpc,900*120,打折
871,A23,0.97,0.0081,0.5323,4.379,496.18,0.0638,26,swf,tips,cpc,900*120,打折
872,A24,0.98,0.0088,0.5841,3.0619,410.61,0.0194,23,swf,tips,cpc,900*120,满减
873,A25,653.99,0.0001,0.011000000000000001,1.746,543.46,0.0002,18,swf,tips,cpc,900*120,满减
874,A26,10.35,0.0099,0.1849,4.2317,421.06,0.0122,16,swf,tips,cpc,900*120,满减
875,A27,692.78,0.0002,0.0034,1.6188,358.16,0.0003,25,swf,tips,cpc,900*120,满减
876,A28,1461.75,0.0005,0.0061,1.5859,396.01,0.0007,17,swf,tips,cpc,900*120,满减
877,A29,1300.96,0.0001,0.002,1.5811,682.62,0.0001,6,swf,tips,cpc,900*120,满减
878,A30,1210.01,0.0004,0.0049,1.5768,499.7,0.0006,14,swf,tips,cpc,900*120,满减
879,A31,1621.98,0.0003,0.0028,1.2789,521.24,0.0003,1,swf,tips,cpc,900*120,打折
880,A32,2663.84,0.0007,0.0022,1.2722,643.69,0.0005,17,swf,tips,cpc,900*120,打折
881,A33,342.76,0.0007,0.0101,1.6931,316.59,0.001,25,swf,tips,cpc,900*120,打折
882,A34,288.36,0.0,0.001,1.1331,540.51,0.0001,6,swf,tips,cpc,900*120,打折
883,A37,1833.97,0.0009,0.0152,1.6338,450.03,0.0013,3,swf,tips,cpc,900*120,打折
884,A38,1777.75,0.0002,0.0023,1.2588,513.28,0.0002,5,swf,tips,cpc,900*120,打折
885,A39,1953.53,0.0003,0.0026,1.1703,633.08,0.0002,16,swf,tips,cpc,900*120,打折
886,A40,310.53,0.0002,0.0028,1.1546,543.8,0.0001,22,swf,tips,cpc,900*120,打折
887,A41,1370.38,0.0001,0.0016,1.3939,613.32,0.0001,10,swf,tips,cpd,900*120,打折
888,A826,0.86,0.0,0.0,52.6591,1932.61,0.0,19,gif,暂停,cpc,390*270,直降
